user_id,date,Joy,Surprise,Fear,Sadness,Disgust,Anger,Lat,Long,Wind,Temperature
Nima, new Date2013-11-14,0.93,0.688888889,0.948717949,0.75,0.8,0.9,13.5,69.75,119,0.029069767
Nima, new Date2013-11-15,0.93,0.688888889,0.948717949,0.75,NaN,NaN,13.5,69.75,317,0.00751073
Nima, new Date2013-11-16,0.93,0.688888889,0.948717949,0.75,NaN,NaN,13.5,69.75,1124,0.015446224
Nima, new Date2013-11-17,0.927272727,0.68,0.944186047,0.733333333,0.6,0.9,12.27272724,69.54545457,1426,0.016404648
Nima, new Date2013-11-18,0.920833333,0.654545455,0.936170213,0.7,0.4,0.85,11.25,69.37499997,1058,0.017977528
Nima, new Date2013-11-19,0.919230769,0.676923077,0.933333333,0.716666667,0.8,0.9,13.84615386,67.5,1168,0.019875071
Nima, new Date2013-11-20,0.907407407,0.666666667,0.920754717,0.7,0.6,0.6,15.00000003,64.99999998,1175,0.018238814
Nima, new Date2013-11-21,0.912280702,0.666666667,0.925,0.7,NaN,1,14.21052633,66.31578945,1408,0.017556874
Nima, new Date2013-11-22,0.918032787,0.666666667,0.93,0.7,NaN,1,13.27868856,67.86885249,1642,0.01815556
Nima, new Date2013-11-23,0.925,0.6625,0.935211268,0.693333333,0.6,0.963636364,11.25,70.00000002,2255,0.016363636
Nima, new Date2013-11-24,0.923809524,0.663157895,0.93253012,0.688888889,0.666666667,0.916666667,11.78571429,69.64285716,2654,0.017518248
Nima, new Date2013-11-25,0.92826087,0.67,0.936263736,0.694736842,0.8,0.975,11.73913047,70.43478264,2336,0.01523938
Nima, new Date2013-11-26,0.928,0.686956522,0.935353535,0.709090909,0.8,0.925,13.5,69.3,2337,0.014911211
Nima, new Date2013-11-27,0.936206897,0.691666667,0.942608696,0.713043478,0.8,0.9875,12.41379306,71.37931032,2407,0.017607527
Nima, new Date2013-11-28,0.937007874,0.692307692,0.942857143,0.712,0.7,0.945454545,12.04724412,71.57480319,2724,0.020332496
Nima, new Date2013-11-29,0.939007092,0.692857143,0.944285714,0.711111111,0.7,0.957142857,11.48936166,72.1276596,2718,0.014238644
Nima, new Date2013-11-30,0.932876712,0.683870968,0.943055556,0.717241379,0.8,0.76,12.32876709,70.89041097,3253,0.015104868
Nima, new Date2013-12-01,0.926451613,0.664705882,0.940789474,0.709677419,0.6,0.822222222,12.19354839,70.25806449,3255,0.015894397
Nima, new Date2013-12-02,0.928484848,0.662857143,0.941975309,0.70625,0.6,0.96,11.45454543,70.90909092,2511,0.016773339
Nima, new Date2013-12-03,0.925423729,0.652631579,0.942196532,0.705882353,0.7,0.883333333,11.18644065,70.67796606,2401,0.015903157
Nima, new Date2013-12-04,0.921925134,0.652380952,0.941758242,0.713513514,0.8,0.86,12.0320856,69.7860963,2471,0.017331233
Nima, new Date2013-12-05,0.922680412,0.659090909,0.941798942,0.717948718,0.8,0.942857143,12.52577322,69.58762884,2754,0.015262182
Nima, new Date2013-12-06,0.9215311,0.65106383,0.942857143,0.717073171,0.7,0.906666667,12.05741628,69.76076553,2772,0.015490176
Sohail, new Date2013-10-27,0.831454292,0.63459004,0.876848852,0.708532423,NaN,NaN,21.91702095,48.48741027,502,0.034161491
Sohail, new Date2013-10-28,0.831478807,0.634595723,0.876856548,0.70851727,0.657142857,0.895652174,21.91313439,48.49280271,468,0.029090909
Sohail, new Date2013-10-29,0.831502598,0.634577589,0.876879559,0.708508129,0.6,0.911111111,21.90808143,48.50072199,404,0.026890756
Sohail, new Date2013-10-30,0.831540695,0.634589497,0.876907481,0.708515836,0.8,0.975,21.90525183,48.50875305,361,0.029017857
Sohail, new Date2013-10-31,0.831517484,0.634568612,0.876891346,0.708499979,0.666666667,0.757894737,21.90581253,48.50540775,405,0.040816327
Sohail, new Date2013-11-01,0.83152064,0.634601827,0.876884243,0.708513951,0.75,0.846153846,21.91004532,48.50241309,473,0.035984848
Sohail, new Date2013-11-02,0.83155434,0.634618428,0.876905854,0.708520934,0.75,0.944444444,21.90798306,48.50882865,505,0.013266998
Sohail, new Date2013-11-03,0.831599881,0.634619395,0.876944938,0.708527915,0.75,0.933333333,21.90265488,48.51993636,523,0.023364486
Sohail, new Date2013-11-04,0.831603711,0.634623818,0.87694657,0.70852961,0.714285714,0.844444444,21.90208752,48.52037772,398,0.049528302
Sohail, new Date2013-11-05,0.831630726,0.634652291,0.876961037,0.708544277,0.766666667,0.922222222,21.90301101,48.52380006,437,0.03271028
Sohail, new Date2013-11-06,0.831644312,0.634635426,0.876977958,0.708539713,0.6,0.9,21.8986587,48.5290611,430,0.034707158
Sohail, new Date2013-11-07,0.831684873,0.634673277,0.877009313,0.708574311,0.8,0.913333333,21.90119166,48.53475666,362,0.037433155
Sohail, new Date2013-11-08,0.83173621,0.63467797,0.877046651,0.70857359,0.7,0.972727273,21.89470896,48.54687138,424,0.037688442
Sohail, new Date2013-11-09,0.8317506,0.634675189,0.877055602,0.708566867,0.685714286,0.869565217,21.8923344,48.55073184,483,0.041575492
Sohail, new Date2013-11-10,0.831821488,0.634683326,0.877115477,0.708582231,0.8,0.954285714,21.88561986,48.56727276,12810,0.031460674
Sohail, new Date2013-11-11,0.831904597,0.634709261,0.877182052,0.708609105,0.8,0.948837209,21.88048167,48.58480746,41408,0.375
Sohail, new Date2013-11-12,0.831963154,0.63472925,0.87721837,0.708610773,0.714285714,0.939393939,21.87450477,48.59696907,7659,0.5
Sohail, new Date2013-11-13,0.831993927,0.634762332,0.87723294,0.708624669,0.75,0.913043478,21.87511344,48.60080199,3819,0.571428571
Sohail, new Date2013-11-14,0.831978883,0.634724912,0.877239941,0.708623222,0.7,0.775,21.87230886,48.60133632,2697,0.5
Sohail, new Date2013-11-15,0.831971106,0.634712462,0.877226778,0.708598993,0.644444444,0.80952381,21.87067086,48.60083115,2248,0.625
Sohail, new Date2013-11-16,0.831987603,0.634715602,0.87722447,0.708574783,0.644444444,0.872,21.86759205,48.60453996,2067,0.615384615
Sohail, new Date2013-11-17,0.832047184,0.634740236,0.877258765,0.70857574,0.711111111,0.92972973,21.86167581,48.61642887,1615,0.428571429
Sohail, new Date2013-11-18,0.832071402,0.634736201,0.877273529,0.708564485,0.675,0.882758621,21.85716402,48.62285307,1260,0.666666667
Sohail, new Date2013-11-19,0.832096652,0.634772646,0.87727906,0.708573104,0.727272727,0.888888889,21.85930143,48.62494647,1255,0.5
Sohail, new Date2013-11-20,0.832112296,0.634748675,0.877296611,0.708560181,0.4,0.9,21.85426539,48.63151656,1081,0.5
Sohail, new Date2013-11-21,0.832152257,0.634769848,0.877320314,0.708566404,0.733333333,0.933333333,21.85303986,48.63896568,1076,0.2
Sohail, new Date2013-11-22,0.832189956,0.634772028,0.877355133,0.708577888,0.8,0.936363636,21.84957414,48.6480087,990,0.5
Sohail, new Date2013-11-23,0.832228158,0.634781364,0.877379359,0.708576451,0.7,0.942857143,21.84499053,48.65636556,1110,0.714285714
Sohail, new Date2013-11-24,0.832254248,0.634789453,0.877392208,0.708570472,0.68,0.915789474,21.84260688,48.66187923,887,0.5
Sohail, new Date2013-11-25,0.832258912,0.634781987,0.87740834,0.708585774,0.8,0.85,21.84277968,48.66387381,810,1
Sohail, new Date2013-11-26,0.832260714,0.634771102,0.877403119,0.708563779,0.533333333,0.844444444,21.84102891,48.6655497,771,0.5
Sohail, new Date2013-11-27,0.832273742,0.634780122,0.877421057,0.708586006,0.775,0.864,21.84240771,48.6677394,717,2
Sohail, new Date2013-11-28,0.83230148,0.634773905,0.877445222,0.70858457,0.7,0.909090909,21.83747499,48.67527825,801,0.2
Sohail, new Date2013-11-29,0.832322967,0.634779811,0.877461099,0.708588393,0.8,0.977777778,21.83572656,48.67990479,682,0.333333333
Sohail, new Date2013-11-30,0.832351204,0.634806847,0.877474691,0.70859842,0.742857143,0.914285714,21.83558634,48.68380467,724,0.2
Sohail, new Date2013-12-01,0.832410186,0.634841015,0.877513307,0.708616799,0.771428571,0.948387097,21.83334156,48.69447588,745,0.25
Sohail, new Date2013-12-02,0.832459188,0.634863368,0.877546004,0.708627533,0.76,0.952,21.83029569,48.70402542,529,0.5
Sohail, new Date2013-12-03,0.832477512,0.634842857,0.8775728,0.708630629,0.733333333,0.885714286,21.82573359,48.71086137,589,0.666666667
Sohail, new Date2013-12-04,0.832507167,0.634848755,0.877595072,0.708634446,0.8,0.983333333,21.82291749,48.71750346,551,0.5
Sohail, new Date2013-12-05,0.832493695,0.634819866,0.877606022,0.708645894,0.8,0.769230769,21.82269321,48.71744901,419,0.5
Sohail, new Date2013-12-06,0.832521443,0.634807438,0.877644501,0.708664245,0.771428571,0.882352941,21.81938715,48.72569238,244,0.25
Tanja, new Date2013-10-27,0.934428641,0.663647799,0.951568381,0.725071225,NaN,NaN,10.61549775,72.45463464,443,0.013563502
Tanja, new Date2013-10-28,0.93447099,0.664419476,0.951509105,0.725423729,0.766666667,0.941666667,10.66309119,72.425646,382,0.022703818
Tanja, new Date2013-10-29,0.934384093,0.663850932,0.951513648,0.725175809,0.666666667,0.918181818,10.62803106,72.43210476,345,0.022727273
Tanja, new Date2013-10-30,0.934410417,0.663782447,0.951443375,0.724755245,0.65,0.939130435,10.61249094,72.44272971,332,0.033898305
Tanja, new Date2013-10-31,0.934341979,0.662885327,0.951486852,0.724301676,0.4,0.917647059,10.56916431,72.47118159,544,0.039624609
Tanja, new Date2013-11-01,0.933938381,0.662271062,0.951344743,0.724376731,0.733333333,0.860869565,10.59708618,72.39550995,1081,0.054577465
Tanja, new Date2013-11-02,0.933666429,0.661239368,0.951364522,0.724309392,0.7,0.8625,10.57815846,72.37687365,776,0.028816199
Tanja, new Date2013-11-03,0.933443787,0.66079614,0.951224242,0.724005487,0.68,0.890909091,10.58698224,72.34082838,740,0.039351852
Tanja, new Date2013-11-04,0.933459001,0.661390887,0.951158301,0.724250681,0.76,0.936842105,10.6244109,72.31385484,602,0.03420342
Tanja, new Date2013-11-05,0.933630603,0.661317365,0.951261716,0.724081633,0.6,0.976470588,10.58202297,72.36329499,486,0.034782609
Tanja, new Date2013-11-06,0.933753796,0.661170848,0.951303516,0.723744912,0.6,0.96,10.55360898,72.40364397,433,0.029661017
Tanja, new Date2013-11-07,0.933627087,0.660498221,0.951401425,0.72388664,0.75,0.916129032,10.54035252,72.40491648,456,0.028612303
Tanja, new Date2013-11-08,0.933686636,0.660212515,0.951522304,0.723924731,0.733333333,0.942857143,10.51382484,72.4354839,386,0.040983607
Tanja, new Date2013-11-09,0.933287609,0.65871345,0.951499531,0.723631509,0.68,0.882352941,10.47325104,72.40740741,412,0.025222552
Tanja, new Date2013-11-10,0.933303065,0.658768873,0.951558865,0.723872679,0.76,0.935483871,10.4812713,72.40862655,476,0.027993779
Tanja, new Date2013-11-11,0.933558711,0.659584296,0.951685912,0.724374177,0.8,0.96875,10.50709941,72.43407711,337,0.030805687
Tanja, new Date2013-11-12,0.933378106,0.658715596,0.951720973,0.724246396,0.7,0.906666667,10.47683007,72.43116183,296,0.037777778
Tanja, new Date2013-11-13,0.933451563,0.657696693,0.951954545,0.724020888,0.666666667,0.940909091,10.41454224,72.50277096,270,0.025
Tanja, new Date2013-11-14,0.933509235,0.656753689,0.952198422,0.723958333,0.7,0.940540541,10.34960418,72.56596302,288,0.025568182
Tanja, new Date2013-11-15,0.933318749,0.656756757,0.952244165,0.724708926,0.84,0.895652174,10.415664,72.51586083,325,0.039823009
Tanja, new Date2013-11-16,0.932985885,0.655580357,0.95226209,0.724678663,0.72,0.888235294,10.39739418,72.48859938,574,0.021677125
Tanja, new Date2013-11-17,0.932773833,0.653658537,0.952364118,0.723943662,0.533333333,0.90952381,10.32278886,72.53066493,725,0.020778073
Tanja, new Date2013-11-18,0.932008547,0.651859956,0.952096597,0.723447402,0.675,0.824242424,10.34615385,72.42307695,588,0.016905738
Tanja, new Date2013-11-19,0.931816248,0.651521739,0.951966783,0.723173804,0.68,0.890909091,10.35516798,72.39047211,607,0.0155
Tanja, new Date2013-11-20,0.931713501,0.650971922,0.952052117,0.723308271,0.75,0.916129032,10.34439048,72.39171771,584,0.017180394
Tanja, new Date2013-11-21,0.931680672,0.650698174,0.95206219,0.72319202,0.7,0.925925926,10.34243694,72.39705885,593,0.019037546
Tanja, new Date2013-11-22,0.931174258,0.649574468,0.951750806,0.7223733,0.628571429,0.838461538,10.3238613,72.32344335,550,0.018878401
Tanja, new Date2013-11-23,0.931340805,0.649576271,0.951941955,0.722660099,0.8,0.95625,10.31133249,72.36612702,7216,0.023188406
Tanja, new Date2013-11-24,0.930592105,0.64723093,0.951607445,0.721315469,0.6,0.852173913,10.26932562,72.29235195,7754,0.016644693
Tanja, new Date2013-11-25,0.930368852,0.64640999,0.951465317,0.720631068,0.533333333,0.8625,10.23565572,72.2766393,2477,0.014159292
Tanja, new Date2013-11-26,0.930030581,0.645454545,0.951479538,0.720772947,0.75,0.864,10.23853212,72.23853213,1515,0.016008832
Tanja, new Date2013-11-27,0.930194805,0.646090535,0.951388599,0.720528211,0.68,0.965217391,10.22727276,72.2483766,1161,0.014419852
Tanja, new Date2013-11-28,0.930106876,0.645965271,0.951317701,0.720381406,0.7,0.916129032,10.21778586,72.23230494,1003,0.012843382
Tanja, new Date2013-11-29,0.929778672,0.644964395,0.951242751,0.720095125,0.6,0.781818182,10.19517102,72.1991952,804,0.01597582
Tanja, new Date2013-11-30,0.929496691,0.643768997,0.95134242,0.720190024,0.8,0.847058824,10.17846405,72.18768798,702,0.010810811
Tanja, new Date2013-12-01,0.929437663,0.643478261,0.951391466,0.720284698,0.8,0.9,10.17610569,72.18731241,619,0.014209591
Tanja, new Date2013-12-02,0.929273163,0.64437751,0.951172357,0.720705882,0.771428571,0.854545455,10.26158148,72.10063899,503,0.008058608
Tanja, new Date2013-12-03,0.929048945,0.643756244,0.951168512,0.720750293,0.733333333,0.866666667,10.26064467,72.07520895,9812,0.009128631
Tanja, new Date2013-12-04,0.929042511,0.643512974,0.951125665,0.720374707,0.4,0.925,10.24433847,72.08581644,5214,0.010286554
Tanja, new Date2013-12-05,0.92908335,0.64358209,0.951091169,0.720186698,0.666666667,0.941176471,10.22767767,72.09265491,1340,0.008853475
Tanja, new Date2013-12-06,0.929095934,0.644003964,0.951037007,0.720325203,0.75,0.933333333,10.25069085,72.07461504,1023,0.008852459
Knut, new Date2013-10-27,0.89317059,0.639254171,0.930535988,0.730960854,NaN,NaN,15.65387973,63.34786395,132, NaN
Knut, new Date2013-10-28,0.89309847,0.638299951,0.930765718,0.730887574,0.7,0.881818182,15.59341611,63.40023099,116, NaN
Knut, new Date2013-10-29,0.892638213,0.638049252,0.930623961,0.731147541,0.755555556,0.835714286,15.66170154,63.3042108,1521, NaN
Knut, new Date2013-10-30,0.892675295,0.637560038,0.93060306,0.730576587,0.622222222,0.897959184,15.62935572,63.34945245,888, NaN
Knut, new Date2013-10-31,0.892769556,0.637022901,0.930884758,0.730706837,0.755555556,0.903125,15.57716706,63.41226219,272, NaN
Knut, new Date2013-11-01,0.892548144,0.63610586,0.93089838,0.730344828,0.685714286,0.870422535,15.52330449,63.42450462,186, NaN
Knut, new Date2013-11-02,0.892587992,0.63635514,0.931031469,0.730869812,0.778947368,0.896202532,15.5652174,63.41614911,170, NaN
Knut, new Date2013-11-03,0.892858118,0.635916473,0.931200461,0.730434783,0.666666667,0.917948718,15.48545679,63.51495291,158, NaN
Knut, new Date2013-11-04,0.892717921,0.635250805,0.931009856,0.72956327,0.626666667,0.876923077,15.4223064,63.52869519,103, NaN
Knut, new Date2013-11-05,0.892771892,0.635052487,0.931210191,0.729849917,0.769230769,0.898550725,15.41236419,63.55638999,97, NaN
Knut, new Date2013-11-06,0.89212766,0.634429923,0.931011236,0.729961517,0.74,0.815873016,15.46276599,63.44281917,96, NaN
Knut, new Date2013-11-07,0.892536528,0.633901345,0.931331665,0.729611385,0.65,0.932467532,15.36527574,63.58167702,101, NaN
Knut, new Date2013-11-08,0.892740779,0.633733867,0.931544178,0.729673913,0.738461538,0.913157895,15.33037923,63.64394631,81, NaN
Knut, new Date2013-11-09,0.892786166,0.633038869,0.931788441,0.729659643,0.727272727,0.897368421,15.26132403,63.70499421,112, NaN
Knut, new Date2013-11-10,0.893236345,0.633391762,0.932102426,0.730010718,0.773333333,0.933333333,15.21822357,63.7901991,111, NaN
Knut, new Date2013-11-11,0.893761096,0.633668561,0.932396252,0.730090861,0.76,0.976,15.16738527,63.89931528,89, NaN
Knut, new Date2013-11-12,0.893964974,0.63328976,0.932544221,0.729781566,0.633333333,0.925490196,15.09260427,63.97631343,75, NaN
Knut, new Date2013-11-13,0.894023305,0.63369424,0.932575056,0.730121758,0.783333333,0.904545455,15.13344195,63.96190956,77, NaN
Knut, new Date2013-11-14,0.894396015,0.634009495,0.932623834,0.729820864,0.666666667,0.955102041,15.0859278,64.03113324,70, NaN
Knut, new Date2013-11-15,0.894441005,0.633920137,0.932628004,0.72966457,0.7,0.90212766,15.06499938,64.04853285,91, NaN
Knut, new Date2013-11-16,0.894192913,0.633574776,0.932588938,0.729724102,0.738461538,0.854901961,15.08120082,64.01205711,92, NaN
Knut, new Date2013-11-17,0.894330844,0.633545648,0.932730327,0.729839128,0.766666667,0.923076923,15.06428307,64.04799807,127, NaN
Knut, new Date2013-11-18,0.894243902,0.633474218,0.932569811,0.729478575,0.66,0.872727273,15.05853657,64.03170735,67, NaN
Knut, new Date2013-11-19,0.894280847,0.633572332,0.932614278,0.729623905,0.8,0.911111111,15.06935997,64.0338282,85, NaN
Knut, new Date2013-11-20,0.893781757,0.632789628,0.932320266,0.729038855,0.653333333,0.808333333,15.04718118,63.96685218,76, NaN
Knut, new Date2013-11-21,0.893930636,0.632387312,0.932477437,0.728841246,0.6,0.926315789,14.98916187,64.03179195,72, NaN
Knut, new Date2013-11-22,0.893860911,0.632086451,0.932413619,0.72852059,0.65,0.877777778,14.96762586,64.03597119,63, NaN
Knut, new Date2013-11-23,0.894326579,0.63318163,0.932570423,0.729055078,0.816666667,0.972,15.01787844,64.07270559,77, NaN
Knut, new Date2013-11-24,0.894562256,0.63329213,0.932758405,0.72924006,0.775,0.933333333,14.99111478,64.12273425,75, NaN
Knut, new Date2013-11-25,0.894431336,0.633428923,0.932636296,0.729264632,0.733333333,0.862857143,15.02477586,64.08093438,59, NaN
Knut, new Date2013-11-26,0.894738078,0.633755619,0.93277998,0.729376559,0.766666667,0.963157895,15.0105708,64.13319243,64, NaN
Knut, new Date2013-11-27,0.894574369,0.633197722,0.932790526,0.729224652,0.685714286,0.857894737,14.98596822,64.13236668,79, NaN
Knut, new Date2013-11-28,0.894772383,0.633049127,0.933005773,0.729330025,0.8,0.940540541,14.95284669,64.19140758,73, NaN
Knut, new Date2013-11-29,0.894689239,0.633198708,0.932933692,0.729417572,0.745454545,0.874285714,14.98608531,64.16048241,76, NaN
Knut, new Date2013-11-30,0.894756252,0.633105665,0.933025292,0.729469548,0.74,0.905660377,14.97752676,64.18347354,91, NaN
Knut, new Date2013-12-01,0.894473745,0.63257485,0.932962246,0.729360039,0.709090909,0.84,14.98280211,64.1515707,70, NaN
Knut, new Date2013-12-02,0.894747636,0.632975765,0.932908654,0.729029126,0.676923077,0.938181818,14.96069271,64.19049786,47, NaN
Knut, new Date2013-12-03,0.894875283,0.633227848,0.932934705,0.729082126,0.74,0.920930233,14.95918368,64.20408165,1049, NaN
Knut, new Date2013-12-04,0.89489117,0.63321527,0.932913049,0.728976454,0.709090909,0.89787234,14.96109168,64.20886434,524, NaN
Knut, new Date2013-12-05,0.895001685,0.633124019,0.932954276,0.728797317,0.666666667,0.922222222,14.93092215,64.24239024,140, NaN
Knut, new Date2013-12-06,0.895234899,0.633281128,0.933121019,0.728967495,0.8,0.951351351,14.90939595,64.28859057,65, NaN
Farhad, new Date2013-10-27,0.912025977,0.599492966,0.94841385,0.713055441,NaN,NaN,10.08502029,70.23090375,8283, NaN
Farhad, new Date2013-10-28,0.911909525,0.599575432,0.948361548,0.713205489,0.729648241,0.896728016,10.11052566,70.20065844,5946, NaN
Farhad, new Date2013-10-29,0.911744223,0.599509495,0.94825,0.713108041,0.703225806,0.891362764,10.12438332,70.16677092,5639, NaN
Farhad, new Date2013-10-30,0.911607129,0.599359866,0.948176961,0.713013944,0.699346405,0.888335518,10.12795317,70.14338127,4952, NaN
Farhad, new Date2013-10-31,0.911496604,0.599454269,0.948081398,0.712996806,0.710714286,0.892245989,10.14431814,70.11386703,4755, NaN
Farhad, new Date2013-11-01,0.911291288,0.599438856,0.947949419,0.712962475,0.709345794,0.882641108,10.16352324,70.06850091,6052, NaN
Farhad, new Date2013-11-02,0.911199976,0.59971538,0.947857566,0.713082811,0.724786325,0.899906279,10.19430828,70.03420128,6359, NaN
Farhad, new Date2013-11-03,0.911058072,0.599691161,0.947779434,0.713096315,0.714553991,0.892870906,10.20600567,70.00350552,6654, NaN
Farhad, new Date2013-11-04,0.910899666,0.599780139,0.947685348,0.713192217,0.725555556,0.883137255,10.23487272,69.96343788,4449, NaN
Farhad, new Date2013-11-05,0.910791303,0.599986776,0.947569864,0.713199864,0.714136126,0.892481203,10.25560872,69.92870679,12470, NaN
Farhad, new Date2013-11-06,0.910739354,0.600405879,0.947465551,0.71331459,0.723921569,0.904509284,10.28859093,69.89595516,21552, NaN
Farhad, new Date2013-11-07,0.910574391,0.600291857,0.947375731,0.713255717,0.706849315,0.889389671,10.30116159,69.86454624,10629, NaN
Farhad, new Date2013-11-08,0.910545769,0.60059834,0.947326544,0.713419913,0.732682927,0.906444906,10.32638067,69.84264564,10684, NaN
Farhad, new Date2013-11-09,0.910403564,0.600699946,0.947243769,0.713533129,0.723703704,0.8950078,10.35394821,69.80546412,10997, NaN
Farhad, new Date2013-11-10,0.910404755,0.600983235,0.947221209,0.713706649,0.731147541,0.910539019,10.37878569,69.79139541,8623, NaN
Farhad, new Date2013-11-11,0.910321501,0.601082298,0.947179218,0.713833454,0.730810811,0.897072072,10.39751631,69.76759392,7018, NaN
Farhad, new Date2013-11-12,0.910161146,0.600808031,0.947165091,0.713898629,0.725352113,0.88046875,10.40461335,69.74534187,7229, NaN
Farhad, new Date2013-11-13,0.910014754,0.600648609,0.947108104,0.713877114,0.710204082,0.880617978,10.41130782,69.7204359,5826, NaN
Farhad, new Date2013-11-14,0.909857341,0.600386823,0.94704399,0.713760095,0.692957746,0.878089888,10.41232689,69.69826872,5686, NaN
Farhad, new Date2013-11-15,0.909721763,0.600146417,0.946999725,0.713686024,0.701315789,0.88525,10.41260328,69.67995867,6131, NaN
Farhad, new Date2013-11-16,0.909548399,0.599709434,0.94700787,0.713712218,0.717647059,0.884698914,10.41371154,69.66316269,7185, NaN
Farhad, new Date2013-11-17,0.909398887,0.599338962,0.947008951,0.713718063,0.714634146,0.886721992,10.41215679,69.64838253,5979, NaN
Farhad, new Date2013-11-18,0.909227368,0.599074212,0.946965284,0.713704686,0.711267606,0.874166667,10.41806124,69.62331897,4125, NaN
Farhad, new Date2013-11-19,0.909103887,0.598882715,0.946915384,0.713625407,0.696721311,0.879214403,10.41943869,69.60534111,10632, NaN
Farhad, new Date2013-11-20,0.909022078,0.598806288,0.946890837,0.713650721,0.718309859,0.892537313,10.42406784,69.59087406,59000, NaN
Farhad, new Date2013-11-21,0.908930264,0.598611724,0.946864081,0.713581931,0.697297297,0.886280992,10.42402401,69.58018017,13904, NaN
Farhad, new Date2013-11-22,0.908859161,0.598553991,0.94682658,0.713551842,0.7072,0.891866029,10.42604514,69.56717634,9013, NaN
Farhad, new Date2013-11-23,0.908855072,0.598486348,0.946828922,0.713507633,0.705479452,0.908139535,10.42329375,69.5697021,8037, NaN
Farhad, new Date2013-11-24,0.908765037,0.598467499,0.946784533,0.713530837,0.717045455,0.893103448,10.43348859,69.55048062,6165, NaN
Farhad, new Date2013-11-25,0.908681508,0.598359004,0.946779878,0.713603801,0.732075472,0.886219081,10.43960652,69.53728734,4451, NaN
Farhad, new Date2013-11-26,0.908602473,0.598228211,0.9467617,0.713595859,0.711538462,0.886846847,10.44055881,69.52624443,4811, NaN
Farhad, new Date2013-11-27,0.90851646,0.598195832,0.946727679,0.713635527,0.723214286,0.883491461,10.44866916,69.50862828,4166, NaN
Farhad, new Date2013-11-28,0.908450987,0.59805991,0.946721575,0.71363653,0.713953488,0.887551867,10.44927657,69.50089737,4297, NaN
Farhad, new Date2013-11-29,0.908411384,0.598022551,0.946700504,0.713614097,0.708108108,0.897945205,10.45113318,69.4939356,3781, NaN
Farhad, new Date2013-11-30,0.908367548,0.598009978,0.946691139,0.713667285,0.724444444,0.898882682,10.45567575,69.48476262,4201, NaN
Farhad, new Date2013-12-01,0.90831723,0.597968518,0.946668825,0.713660727,0.712195122,0.896099844,10.45713411,69.47561394,4056, NaN
Farhad, new Date2013-12-02,0.908300738,0.597963408,0.946667743,0.71368938,0.72345679,0.90248307,10.46030841,69.47218305,2851, NaN
Farhad, new Date2013-12-03,0.908316205,0.597985491,0.946673553,0.713696114,0.716216216,0.913953488,10.45974888,69.4745181,2583, NaN
Farhad, new Date2013-12-04,0.908311495,0.598058468,0.946643034,0.713661163,0.703225806,0.906666667,10.46243358,69.46973685,2525, NaN
Farhad, new Date2013-12-05,0.908301171,0.59795273,0.946661775,0.713656545,0.711764706,0.90467706,10.45776654,69.47282502,1882, NaN
Farhad, new Date2013-12-06,0.908249028,0.597850591,0.946632734,0.713573466,0.692857143,0.894490818,10.4574249,69.46636914,910, NaN
David, new Date2013-10-27,0.861592214,0.536820127,0.929699972,0.689813269,NaN,NaN,10.70532819,63.10612674,251, NaN
